dteday,season,yr,mnth,weathersit,holiday,weekday,workingday,temp,hum,windspeed,variable,value,month
2011-08-07,fall,0,8,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.7425,0.752917,0.201487,casual,1298,August
2011-08-08,fall,0,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.765,0.592083,0.192175,casual,846,August
2011-08-09,fall,0,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.775,0.570417,0.151121,casual,907,August
2011-08-10,fall,0,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.766667,0.424167,0.200258,casual,884,August
2011-08-11,fall,0,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.7175,0.42375,0.164796,casual,812,August
2011-08-12,fall,0,8,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.708333,0.415,0.125621,casual,1051,August
2011-08-13,fall,0,8,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.685833,0.729583,0.211454,casual,1504,August
2011-08-14,fall,0,8,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.676667,0.8175,0.222633,casual,1338,August
2011-08-15,fall,0,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.665833,0.712083,0.208954,casual,775,August
2011-08-16,fall,0,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.700833,0.578333,0.236329,casual,721,August
2011-08-17,fall,0,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.723333,0.575417,0.143667,casual,668,August
2011-08-18,fall,0,8,Cerah,Tidak Libur,Kamis,Hari Kerja,0.711667,0.654583,0.233208,casual,639,August
2011-08-19,fall,0,8,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.685,0.722917,0.139308,casual,797,August
2011-08-20,fall,0,8,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.6975,0.674167,0.104467,casual,1914,August
2011-08-21,fall,0,8,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.710833,0.77,0.248754,casual,1249,August
2011-08-22,fall,0,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.691667,0.47,0.27675,casual,833,August
2011-08-23,fall,0,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.640833,0.455417,0.146763,casual,1281,August
2011-08-24,fall,0,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.673333,0.605,0.253108,casual,949,August
2011-08-25,fall,0,8,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.684167,0.771667,0.210833,casual,435,August
2011-08-26,fall,0,8,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.7,0.76125,0.0839625,casual,768,August
2011-08-27,fall,0,8,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.68,0.85,0.375617,casual,226,August
2011-08-28,fall,0,8,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.707059,0.561765,0.304659,casual,1415,August
2011-08-29,fall,0,8,Cerah,Tidak Libur,Senin,Hari Kerja,0.636667,0.554583,0.159825,casual,729,August
2011-08-30,fall,0,8,Cerah,Tidak Libur,Selasa,Hari Kerja,0.639167,0.548333,0.125008,casual,775,August
2011-08-31,fall,0,8,Cerah,Tidak Libur,Rabu,Hari Kerja,0.656667,0.597917,0.0833333,casual,688,August
2011-09-01,fall,0,9,Cerah,Tidak Libur,Kamis,Hari Kerja,0.655,0.639167,0.141796,casual,783,September
2011-09-02,fall,0,9,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.643333,0.727083,0.139929,casual,875,September
2011-09-03,fall,0,9,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.669167,0.716667,0.185325,casual,1935,September
2011-09-04,fall,0,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.709167,0.742083,0.206467,casual,2521,September
2011-09-05,fall,0,9,Berkabut,Libur,Senin,Bukan Hari Kerja,0.673333,0.790417,0.212696,casual,1236,September
2011-09-06,fall,0,9,Hujan Ringan,Tidak Libur,Selasa,Hari Kerja,0.54,0.886957,0.343943,casual,204,September
2011-09-07,fall,0,9,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.599167,0.917083,0.0970208,casual,118,September
2011-09-08,fall,0,9,Hujan Ringan,Tidak Libur,Kamis,Hari Kerja,0.633913,0.939565,0.192748,casual,153,September
2011-09-09,fall,0,9,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.65,0.897917,0.124379,casual,417,September
2011-09-10,fall,0,9,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.66,0.75375,0.153608,casual,1750,September
2011-09-11,fall,0,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.653333,0.71375,0.115054,casual,1633,September
2011-09-12,fall,0,9,Cerah,Tidak Libur,Senin,Hari Kerja,0.644348,0.692174,0.088913,casual,690,September
2011-09-13,fall,0,9,Cerah,Tidak Libur,Selasa,Hari Kerja,0.650833,0.7125,0.141804,casual,701,September
2011-09-14,fall,0,9,Cerah,Tidak Libur,Rabu,Hari Kerja,0.673333,0.697083,0.1673,casual,647,September
2011-09-15,fall,0,9,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.5775,0.709167,0.271146,casual,428,September
2011-09-16,fall,0,9,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.469167,0.590417,0.164183,casual,742,September
2011-09-17,fall,0,9,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.491667,0.718333,0.189675,casual,1434,September
2011-09-18,fall,0,9,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.5075,0.695,0.178483,casual,1353,September
2011-09-19,fall,0,9,Berkabut,Tidak Libur,Senin,Hari Kerja,0.549167,0.69,0.151742,casual,691,September
2011-09-20,fall,0,9,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.561667,0.88125,0.134954,casual,438,September
2011-09-21,fall,0,9,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.595,0.9,0.0964042,casual,539,September
2011-09-22,fall,0,9,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.628333,0.902083,0.128125,casual,555,September
2011-09-23,winter,0,9,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.609167,0.9725,0.0783667,casual,258,September
2011-09-24,winter,0,9,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.606667,0.8625,0.0783833,casual,1776,September
2011-09-25,winter,0,9,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.634167,0.845,0.0503792,casual,1544,September
2011-09-26,winter,0,9,Berkabut,Tidak Libur,Senin,Hari Kerja,0.649167,0.848333,0.1107,casual,684,September
2011-09-27,winter,0,9,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.636667,0.885417,0.118171,casual,477,September
2011-09-28,winter,0,9,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.635,0.84875,0.148629,casual,480,September
2011-09-29,winter,0,9,Cerah,Tidak Libur,Kamis,Hari Kerja,0.616667,0.699167,0.172883,casual,653,September
2011-09-30,winter,0,9,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.564167,0.6475,0.206475,casual,830,September
2011-10-01,winter,0,10,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.41,0.75375,0.292296,casual,480,October
2011-10-02,winter,0,10,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.356667,0.791667,0.222013,casual,616,October
2011-10-03,winter,0,10,Berkabut,Tidak Libur,Senin,Hari Kerja,0.384167,0.760833,0.0833458,casual,330,October
2011-10-04,winter,0,10,Cerah,Tidak Libur,Selasa,Hari Kerja,0.484167,0.71,0.205854,casual,486,October
2011-10-05,winter,0,10,Cerah,Tidak Libur,Rabu,Hari Kerja,0.538333,0.647917,0.17725,casual,559,October
2011-10-06,winter,0,10,Cerah,Tidak Libur,Kamis,Hari Kerja,0.494167,0.620833,0.134954,casual,639,October
2011-10-07,winter,0,10,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.510833,0.684167,0.0223917,casual,949,October
2011-10-08,winter,0,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.521667,0.70125,0.0454042,casual,2235,October
2011-10-09,winter,0,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.540833,0.7275,0.06345,casual,2397,October
2011-10-10,winter,0,10,Cerah,Libur,Senin,Bukan Hari Kerja,0.570833,0.73375,0.0423042,casual,1514,October
2011-10-11,winter,0,10,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.566667,0.80875,0.143042,casual,667,October
2011-10-12,winter,0,10,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.543333,0.90625,0.24815,casual,217,October
2011-10-13,winter,0,10,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.589167,0.896667,0.141787,casual,290,October
2011-10-14,winter,0,10,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.550833,0.71625,0.223883,casual,529,October
2011-10-15,winter,0,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.506667,0.483333,0.258083,casual,1899,October
2011-10-16,winter,0,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.511667,0.486667,0.281717,casual,1748,October
2011-10-17,winter,0,10,Cerah,Tidak Libur,Senin,Hari Kerja,0.534167,0.579583,0.175379,casual,713,October
2011-10-18,winter,0,10,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.5325,0.701667,0.110087,casual,637,October
2011-10-19,winter,0,10,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.541739,0.895217,0.243339,casual,254,October
2011-10-20,winter,0,10,Cerah,Tidak Libur,Kamis,Hari Kerja,0.475833,0.63625,0.422275,casual,471,October
2011-10-21,winter,0,10,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.4275,0.574167,0.221396,casual,676,October
2011-10-22,winter,0,10,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.4225,0.629167,0.0926667,casual,1499,October
2011-10-23,winter,0,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.421667,0.74125,0.0995125,casual,1619,October
2011-10-24,winter,0,10,Cerah,Tidak Libur,Senin,Hari Kerja,0.463333,0.772083,0.118792,casual,699,October
2011-10-25,winter,0,10,Cerah,Tidak Libur,Selasa,Hari Kerja,0.471667,0.622917,0.166658,casual,695,October
2011-10-26,winter,0,10,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.484167,0.720417,0.148642,casual,404,October
2011-10-27,winter,0,10,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.47,0.812917,0.197763,casual,240,October
2011-10-28,winter,0,10,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.330833,0.585833,0.229479,casual,456,October
2011-10-29,winter,0,10,Hujan Ringan,Tidak Libur,Sabtu,Bukan Hari Kerja,0.254167,0.8825,0.351371,casual,57,October
2011-10-30,winter,0,10,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.319167,0.62375,0.176617,casual,885,October
2011-10-31,winter,0,10,Cerah,Tidak Libur,Senin,Hari Kerja,0.34,0.703333,0.10635,casual,362,October
2011-11-01,winter,0,11,Cerah,Tidak Libur,Selasa,Hari Kerja,0.400833,0.68375,0.135571,casual,410,November
2011-11-02,winter,0,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.3775,0.71875,0.0820917,casual,370,November
2011-11-03,winter,0,11,Cerah,Tidak Libur,Kamis,Hari Kerja,0.408333,0.702083,0.136817,casual,318,November
2011-11-04,winter,0,11,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.403333,0.6225,0.271779,casual,470,November
2011-11-05,winter,0,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.326667,0.519167,0.189062,casual,1156,November
2011-11-06,winter,0,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.348333,0.734583,0.0920542,casual,952,November
2011-11-07,winter,0,11,Cerah,Tidak Libur,Senin,Hari Kerja,0.395,0.75875,0.057225,casual,373,November
2011-11-08,winter,0,11,Cerah,Tidak Libur,Selasa,Hari Kerja,0.408333,0.721667,0.0690375,casual,376,November
2011-11-09,winter,0,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.4,0.758333,0.0621958,casual,305,November
2011-11-10,winter,0,11,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.38,0.813333,0.189067,casual,190,November
2011-11-11,winter,0,11,Cerah,Libur,Jum'at,Bukan Hari Kerja,0.324167,0.44625,0.314675,casual,440,November
2011-11-12,winter,0,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.356667,0.552917,0.212062,casual,1275,November
2011-11-13,winter,0,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.440833,0.458333,0.281721,casual,1004,November
2011-11-14,winter,0,11,Cerah,Tidak Libur,Senin,Hari Kerja,0.53,0.587083,0.306596,casual,595,November
2011-11-15,winter,0,11,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.53,0.68875,0.199633,casual,449,November
2011-11-16,winter,0,11,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.456667,0.93,0.136829,casual,145,November
2011-11-17,winter,0,11,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.341667,0.575833,0.305362,casual,139,November
2011-11-18,winter,0,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.274167,0.41,0.168533,casual,245,November
2011-11-19,winter,0,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.329167,0.502083,0.224496,casual,943,November
2011-11-20,winter,0,11,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.463333,0.684583,0.18595,casual,787,November
2011-11-21,winter,0,11,Hujan Ringan,Tidak Libur,Senin,Hari Kerja,0.4475,0.91,0.138054,casual,220,November
2011-11-22,winter,0,11,Hujan Ringan,Tidak Libur,Selasa,Hari Kerja,0.416667,0.9625,0.118792,casual,69,November
2011-11-23,winter,0,11,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.440833,0.757917,0.335825,casual,112,November
2011-11-24,winter,0,11,Cerah,Libur,Kamis,Bukan Hari Kerja,0.373333,0.549167,0.167304,casual,560,November
2011-11-25,winter,0,11,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.375,0.64375,0.0988958,casual,1095,November
2011-11-26,winter,0,11,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.375833,0.681667,0.0684208,casual,1249,November
2011-11-27,winter,0,11,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.459167,0.698333,0.208954,casual,810,November
2011-11-28,winter,0,11,Cerah,Tidak Libur,Senin,Hari Kerja,0.503478,0.743043,0.142122,casual,253,November
2011-11-29,winter,0,11,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.458333,0.830833,0.258092,casual,96,November
2011-11-30,winter,0,11,Cerah,Tidak Libur,Rabu,Hari Kerja,0.325,0.613333,0.271158,casual,188,November
2011-12-01,winter,0,12,Cerah,Tidak Libur,Kamis,Hari Kerja,0.3125,0.524583,0.220158,casual,182,December
2011-12-02,winter,0,12,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.314167,0.625833,0.100754,casual,268,December
2011-12-03,winter,0,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.299167,0.612917,0.0957833,casual,706,December
2011-12-04,winter,0,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.330833,0.775833,0.0839583,casual,634,December
2011-12-05,winter,0,12,Berkabut,Tidak Libur,Senin,Hari Kerja,0.385833,0.827083,0.0622083,casual,233,December
2011-12-06,winter,0,12,Hujan Ringan,Tidak Libur,Selasa,Hari Kerja,0.4625,0.949583,0.232583,casual,126,December
2011-12-07,winter,0,12,Hujan Ringan,Tidak Libur,Rabu,Hari Kerja,0.41,0.970417,0.266175,casual,50,December
2011-12-08,winter,0,12,Cerah,Tidak Libur,Kamis,Hari Kerja,0.265833,0.58,0.240058,casual,150,December
2011-12-09,winter,0,12,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.290833,0.695833,0.0827167,casual,261,December
2011-12-10,winter,0,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.275,0.5075,0.233221,casual,502,December
2011-12-11,winter,0,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.220833,0.49,0.0665417,casual,377,December
2011-12-12,winter,0,12,Cerah,Tidak Libur,Senin,Hari Kerja,0.238333,0.670833,0.06345,casual,143,December
2011-12-13,winter,0,12,Cerah,Tidak Libur,Selasa,Hari Kerja,0.2825,0.59,0.14055,casual,155,December
2011-12-14,winter,0,12,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.3175,0.66375,0.0609583,casual,178,December
2011-12-15,winter,0,12,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.4225,0.634167,0.268042,casual,181,December
2011-12-16,winter,0,12,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.375,0.500417,0.260575,casual,178,December
2011-12-17,winter,0,12,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.258333,0.560833,0.243167,casual,275,December
2011-12-18,winter,0,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.238333,0.58625,0.169779,casual,220,December
2011-12-19,winter,0,12,Cerah,Tidak Libur,Senin,Hari Kerja,0.276667,0.6375,0.172896,casual,260,December
2011-12-20,winter,0,12,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.385833,0.595417,0.0615708,casual,216,December
2011-12-21,springer,0,12,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.428333,0.858333,0.2214,casual,107,December
2011-12-22,springer,0,12,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.423333,0.7575,0.047275,casual,227,December
2011-12-23,springer,0,12,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.373333,0.68625,0.274246,casual,163,December
2011-12-24,springer,0,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.3025,0.5425,0.190304,casual,155,December
2011-12-25,springer,0,12,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.274783,0.681304,0.155091,casual,303,December
2011-12-26,springer,0,12,Cerah,Libur,Senin,Bukan Hari Kerja,0.321739,0.506957,0.239465,casual,430,December
2011-12-27,springer,0,12,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.325,0.7625,0.18845,casual,103,December
2011-12-28,springer,0,12,Cerah,Tidak Libur,Rabu,Hari Kerja,0.29913,0.503913,0.293961,casual,255,December
2011-12-29,springer,0,12,Cerah,Tidak Libur,Kamis,Hari Kerja,0.248333,0.574167,0.119412,casual,254,December
2011-12-30,springer,0,12,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.311667,0.636667,0.134337,casual,491,December
2011-12-31,springer,0,12,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.41,0.615833,0.220154,casual,665,December
2012-01-01,springer,1,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.37,0.6925,0.192167,casual,686,January
2012-01-02,springer,1,1,Cerah,Libur,Senin,Bukan Hari Kerja,0.273043,0.381304,0.329665,casual,244,January
2012-01-03,springer,1,1,Cerah,Tidak Libur,Selasa,Hari Kerja,0.15,0.44125,0.365671,casual,89,January
2012-01-04,springer,1,1,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.1075,0.414583,0.1847,casual,95,January
2012-01-05,springer,1,1,Cerah,Tidak Libur,Kamis,Hari Kerja,0.265833,0.524167,0.129987,casual,140,January
2012-01-06,springer,1,1,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.334167,0.542083,0.167908,casual,307,January
2012-01-07,springer,1,1,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.393333,0.531667,0.174758,casual,1070,January
2012-01-08,springer,1,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.3375,0.465,0.191542,casual,599,January
2012-01-09,springer,1,1,Berkabut,Tidak Libur,Senin,Hari Kerja,0.224167,0.701667,0.0989,casual,106,January
2012-01-10,springer,1,1,Cerah,Tidak Libur,Selasa,Hari Kerja,0.308696,0.646522,0.187552,casual,173,January
2012-01-11,springer,1,1,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.274167,0.8475,0.131221,casual,92,January
2012-01-12,springer,1,1,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.3825,0.802917,0.180967,casual,269,January
2012-01-13,springer,1,1,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.274167,0.5075,0.378108,casual,174,January
2012-01-14,springer,1,1,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.18,0.4575,0.187183,casual,333,January
2012-01-15,springer,1,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.166667,0.419167,0.251258,casual,284,January
2012-01-16,springer,1,1,Cerah,Libur,Senin,Bukan Hari Kerja,0.19,0.5225,0.231358,casual,217,January
2012-01-17,springer,1,1,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.373043,0.716087,0.34913,casual,127,January
2012-01-18,springer,1,1,Cerah,Tidak Libur,Rabu,Hari Kerja,0.303333,0.443333,0.415429,casual,109,January
2012-01-19,springer,1,1,Cerah,Tidak Libur,Kamis,Hari Kerja,0.19,0.4975,0.220158,casual,130,January
2012-01-20,springer,1,1,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.2175,0.45,0.20275,casual,115,January
2012-01-21,springer,1,1,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.173333,0.83125,0.222642,casual,67,January
2012-01-22,springer,1,1,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.1625,0.79625,0.199638,casual,196,January
2012-01-23,springer,1,1,Berkabut,Tidak Libur,Senin,Hari Kerja,0.218333,0.91125,0.110708,casual,145,January
2012-01-24,springer,1,1,Cerah,Tidak Libur,Selasa,Hari Kerja,0.3425,0.835833,0.123767,casual,439,January
2012-01-25,springer,1,1,Cerah,Tidak Libur,Rabu,Hari Kerja,0.294167,0.64375,0.161071,casual,467,January
2012-01-26,springer,1,1,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.341667,0.769583,0.0733958,casual,244,January
2012-01-27,springer,1,1,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.425,0.74125,0.342667,casual,269,January
2012-01-28,springer,1,1,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.315833,0.543333,0.210829,casual,775,January
2012-01-29,springer,1,1,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.2825,0.31125,0.24005,casual,558,January
2012-01-30,springer,1,1,Cerah,Tidak Libur,Senin,Hari Kerja,0.269167,0.400833,0.215792,casual,126,January
2012-01-31,springer,1,1,Cerah,Tidak Libur,Selasa,Hari Kerja,0.39,0.416667,0.261817,casual,324,January
2012-02-01,springer,1,2,Cerah,Tidak Libur,Rabu,Hari Kerja,0.469167,0.507917,0.189067,casual,304,February
2012-02-02,springer,1,2,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.399167,0.672917,0.187187,casual,190,February
2012-02-03,springer,1,2,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.313333,0.526667,0.178496,casual,310,February
2012-02-04,springer,1,2,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.264167,0.779583,0.121896,casual,384,February
2012-02-05,springer,1,2,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.265833,0.687917,0.175996,casual,318,February
2012-02-06,springer,1,2,Cerah,Tidak Libur,Senin,Hari Kerja,0.282609,0.622174,0.1538,casual,206,February
2012-02-07,springer,1,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.354167,0.49625,0.147379,casual,199,February
2012-02-08,springer,1,2,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.256667,0.722917,0.133721,casual,109,February
2012-02-09,springer,1,2,Cerah,Tidak Libur,Kamis,Hari Kerja,0.265,0.562083,0.194037,casual,163,February
2012-02-10,springer,1,2,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.280833,0.54,0.116929,casual,227,February
2012-02-11,springer,1,2,Hujan Ringan,Tidak Libur,Sabtu,Bukan Hari Kerja,0.224167,0.73125,0.289796,casual,192,February
2012-02-12,springer,1,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.1275,0.464583,0.409212,casual,73,February
2012-02-13,springer,1,2,Cerah,Tidak Libur,Senin,Hari Kerja,0.2225,0.41125,0.167283,casual,94,February
2012-02-14,springer,1,2,Berkabut,Tidak Libur,Selasa,Hari Kerja,0.319167,0.50875,0.141179,casual,135,February
2012-02-15,springer,1,2,Cerah,Tidak Libur,Rabu,Hari Kerja,0.348333,0.53125,0.1816,casual,141,February
2012-02-16,springer,1,2,Berkabut,Tidak Libur,Kamis,Hari Kerja,0.316667,0.752917,0.091425,casual,74,February
2012-02-17,springer,1,2,Cerah,Tidak Libur,Jum'at,Hari Kerja,0.343333,0.634583,0.205846,casual,349,February
2012-02-18,springer,1,2,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.346667,0.534583,0.190929,casual,1435,February
2012-02-19,springer,1,2,Berkabut,Tidak Libur,Minggu,Bukan Hari Kerja,0.28,0.515833,0.253112,casual,618,February
2012-02-20,springer,1,2,Cerah,Libur,Senin,Bukan Hari Kerja,0.28,0.507826,0.229083,casual,502,February
2012-02-21,springer,1,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.287826,0.594348,0.205717,casual,163,February
2012-02-22,springer,1,2,Cerah,Tidak Libur,Rabu,Hari Kerja,0.395833,0.567917,0.234471,casual,394,February
2012-02-23,springer,1,2,Cerah,Tidak Libur,Kamis,Hari Kerja,0.454167,0.554583,0.190913,casual,516,February
2012-02-24,springer,1,2,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.4075,0.7375,0.237567,casual,246,February
2012-02-25,springer,1,2,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.290833,0.395833,0.421642,casual,317,February
2012-02-26,springer,1,2,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.279167,0.41,0.205229,casual,515,February
2012-02-27,springer,1,2,Cerah,Tidak Libur,Senin,Hari Kerja,0.366667,0.490833,0.268033,casual,253,February
2012-02-28,springer,1,2,Cerah,Tidak Libur,Selasa,Hari Kerja,0.359167,0.395833,0.193417,casual,229,February
2012-02-29,springer,1,2,Berkabut,Tidak Libur,Rabu,Hari Kerja,0.344348,0.804783,0.179117,casual,65,February
2012-03-01,springer,1,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.485833,0.615417,0.226987,casual,325,March
2012-03-02,springer,1,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.353333,0.657083,0.144904,casual,246,March
2012-03-03,springer,1,3,Berkabut,Tidak Libur,Sabtu,Bukan Hari Kerja,0.414167,0.62125,0.161079,casual,956,March
2012-03-04,springer,1,3,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.325833,0.403333,0.334571,casual,710,March
2012-03-05,springer,1,3,Cerah,Tidak Libur,Senin,Hari Kerja,0.243333,0.50625,0.228858,casual,203,March
2012-03-06,springer,1,3,Cerah,Tidak Libur,Selasa,Hari Kerja,0.258333,0.456667,0.200875,casual,221,March
2012-03-07,springer,1,3,Cerah,Tidak Libur,Rabu,Hari Kerja,0.404167,0.513333,0.345779,casual,432,March
2012-03-08,springer,1,3,Cerah,Tidak Libur,Kamis,Hari Kerja,0.5275,0.5675,0.441563,casual,486,March
2012-03-09,springer,1,3,Berkabut,Tidak Libur,Jum'at,Hari Kerja,0.410833,0.407083,0.4148,casual,447,March
2012-03-10,springer,1,3,Cerah,Tidak Libur,Sabtu,Bukan Hari Kerja,0.2875,0.350417,0.22575,casual,968,March
2012-03-11,springer,1,3,Cerah,Tidak Libur,Minggu,Bukan Hari Kerja,0.361739,0.476957,0.222587,casual,1658,March
